album_name,album_release,Year,track_number,track_name,featuring,bonus_track,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,time_signature,duration_ms,duration_sec,explicit,key_name,mode_name,key_mode
Midnights,10/21/22,2022,1,Lavender Haze,NA,FALSE,0.735,0.444,10,-10.519,1,0.0684,0.204,0.17,0.0984,97.038,4,202396,202.396,TRUE,A#,major,A# major
Midnights,10/21/22,2022,2,Maroon,NA,FALSE,0.658,0.378,7,-8.3,1,0.0379,0.0593,0.0976,0.0382,108.034,4,218271,218.271,TRUE,G,major,G major
Midnights,10/21/22,2022,3,Anti-Hero,NA,FALSE,0.638,0.634,4,-6.582,1,0.0457,0.133,0.152,0.519,96.953,4,200690,200.69,FALSE,E,major,E major
Midnights,10/21/22,2022,4,Snow On The Beach,Lana Del Rey,FALSE,0.659,0.323,9,-13.425,1,0.0436,0.735,0.116,0.154,110.007,4,256124,256.124,TRUE,A,major,A major
Midnights,10/21/22,2022,5,"You're On Your Own, Kid",NA,FALSE,0.694,0.38,2,-10.307,1,0.0614,0.416,0.126,0.376,120.044,4,194207,194.207,FALSE,D,major,D major
Midnights,10/21/22,2022,6,Midnight Rain,NA,FALSE,0.636,0.377,0,-11.721,1,0.0708,0.71,0.115,0.23,139.966,4,174783,174.783,FALSE,C,major,C major
Midnights,10/21/22,2022,7,Question...?,NA,FALSE,0.751,0.502,7,-8.777,1,0.162,0.226,0.297,0.112,108.989,4,210557,210.557,TRUE,G,major,G major
Midnights,10/21/22,2022,8,Vigilante Shit,NA,FALSE,0.87,0.279,4,-11.134,0,0.364,0.16,0.121,0.16,79.996,4,164801,164.801,TRUE,E,minor,E minor
Midnights,10/21/22,2022,9,Bejeweled,NA,FALSE,0.7,0.55,7,-9.13,1,0.0653,0.0661,0.091,0.412,164.003,4,194166,194.166,FALSE,G,major,G major
Midnights,10/21/22,2022,10,Labyrinth,NA,FALSE,0.487,0.313,0,-15.434,1,0.0487,0.791,0.124,0.141,110.039,4,247962,247.962,FALSE,C,major,C major
Midnights,10/21/22,2022,11,Karma,NA,FALSE,0.649,0.622,8,-7.054,1,0.0582,0.074,0.594,0.106,90.024,4,204852,204.852,TRUE,G#,major,G# major
Midnights,10/21/22,2022,12,Sweet Nothing,NA,FALSE,0.334,0.161,0,-14.875,1,0.0506,0.967,0.115,0.396,176.747,4,188497,188.497,FALSE,C,major,C major
Midnights,10/21/22,2022,13,Mastermind,NA,FALSE,0.661,0.352,4,-14.077,1,0.117,0.571,0.0884,0.13,125.934,4,191039,191.039,FALSE,E,major,E major
Midnights,10/21/22,2022,14,The Great War,NA,TRUE,0.573,0.741,5,-8.987,1,0.0353,0.219,0.0842,0.554,96.016,4,240356,240.356,FALSE,F,major,F major
Midnights,10/21/22,2022,15,Bigger Than The Whole Sky,NA,TRUE,0.422,0.235,6,-12.379,1,0.0568,0.826,0.115,0.068,165.71,4,218503,218.503,FALSE,F#,major,F# major
Midnights,10/21/22,2022,16,Paris,NA,TRUE,0.7,0.509,7,-10.547,1,0.0789,0.112,0.137,0.345,110.947,4,196259,196.259,FALSE,G,major,G major
Midnights,10/21/22,2022,17,High Infidelity,NA,TRUE,0.646,0.529,10,-10.179,1,0.0864,0.723,0.0885,0.755,87.862,4,231475,231.475,FALSE,A#,major,A# major
Midnights,10/21/22,2022,18,Glitch,NA,TRUE,0.675,0.466,11,-9.738,0,0.201,0.361,0.11,0.347,140.864,4,148781,148.781,FALSE,B,minor,B minor
Midnights,10/21/22,2022,19,"Would've, Could've, Should've",NA,TRUE,0.483,0.84,7,-6.508,1,0.119,0.43,0.146,0.55,157.979,4,260362,260.362,FALSE,G,major,G major
Midnights,10/21/22,2022,20,Dear Reader,NA,TRUE,0.562,0.388,0,-12.088,1,0.0705,0.481,0.117,0.159,107.747,4,225194,225.194,FALSE,C,major,C major
