Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
2015-16,Chandler Parsons,SF,27,DAL,61,1799,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16,1.3,1,11.8,20.5,2.6,1.6,4.3,0.114,1.8,0.2,2,1.8,parsoch01
2015-16,Lamar Patterson,SG,24,ATL,35,395,5.1,0.468,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-5.4,0.3,-5.1,-0.3,pattela01
2015-16,Patrick Patterson,PF,26,TOR,79,2020,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,1.6,2,3.6,0.086,-0.1,0,-0.1,1,pattepa01
2015-16,Chris Paul,PG,30,LAC,74,2420,26.2,0.575,0.295,0.294,1.8,12,7,52.7,3.1,0.4,13.4,27.1,9.2,3.5,12.7,0.253,5.9,2,7.9,6,paulch01
2015-16,Adreian Payne,PF,24,MIN,52,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-6.1,-0.2,-6.2,-0.5,paynead01
2015-16,Cameron Payne,PG,21,OKC,57,698,12.9,0.49,0.399,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.093,-1.3,0.6,-0.7,0.2,payneca01
2015-16,Elfrid Payton,PG,21,ORL,73,2145,13.9,0.478,0.126,0.26,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,0.5,1.7,2.2,0.05,-0.7,-0.6,-1.2,0.4,paytoel01
2015-16,Nikola Peković,C,30,MIN,12,156,6.5,0.459,0,0.4,5.3,10.3,7.8,10.7,0.3,0,13.3,19.5,-0.1,0,-0.1,-0.022,-5.1,-2.8,-7.9,-0.2,pekovni01
2015-16,Kendrick Perkins,C,31,NOP,37,542,6,0.529,0,0.333,4.9,21.8,13.1,7.9,1,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.007,-5.2,0.2,-5,-0.4,perkike01
2015-16,Paul Pierce*,SF,38,LAC,68,1231,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12,17.8,-0.6,1.4,0.9,0.033,-3,-0.3,-3.3,-0.4,piercpa01
2015-16,Tibor Pleiß,C,26,UTA,12,82,3.5,0.464,0.08,0.08,8.6,12.8,10.7,4,0.6,2.1,23.6,19.1,-0.2,0.1,-0.1,-0.041,-10,-1.6,-11.6,-0.2,pleisti01
2015-16,Mason Plumlee,C,25,POR,82,2084,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,3.4,2.7,6.1,0.14,0,1.6,1.5,1.9,plumlma01
2015-16,Miles Plumlee,C,27,MIL,61,870,17.4,0.606,0,0.253,12.5,18,15.2,2.9,1.2,4.9,13.4,15.5,1.4,0.8,2.2,0.124,-0.2,-1.3,-1.5,0.1,plumlmi01
2015-16,Otto Porter Jr.,SF,22,WAS,75,2276,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3,2.7,5.6,0.119,0.3,0.8,1.1,1.8,porteot01
2015-16,Bobby Portis,PF,20,CHI,62,1102,13.8,0.469,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,portibo01
2015-16,Kristaps Porziņģis,PF,20,NYK,72,2047,17.7,0.518,0.274,0.271,7.1,20.7,14,7.9,1.3,5,10.9,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,porzikr01
2015-16,Dwight Powell,PF,24,DAL,69,992,16.8,0.557,0.054,0.48,9.3,20.9,15.1,7.2,1.8,2,10,18.4,1.8,1.3,3.1,0.151,-0.6,0.7,0.1,0.5,poweldw01
2015-16,Norman Powell,SG,22,TOR,49,725,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3,powelno01
2015-16,Phil Pressey,PG,24,TOT,23,283,10.6,0.433,0.231,0.321,1.1,11.1,6,40.7,3.1,1.1,27,18.7,-0.4,0.3,-0.1,-0.017,-3.3,0.1,-3.2,-0.1,pressph01
2015-16,Phil Pressey,PG,24,PHI,14,170,11.8,0.437,0.236,0.327,0,15.2,7.4,43.2,3.2,0.4,23.2,21.1,-0.2,0.2,0,-0.014,-3,0.3,-2.6,0,pressph01
2015-16,Phil Pressey,PG,24,PHO,9,113,8.6,0.422,0.217,0.304,2.8,4.9,3.8,37,3,2.2,34.9,15.1,-0.2,0.1,-0.1,-0.022,-3.7,-0.2,-3.9,-0.1,pressph01
2015-16,Ronnie Price,PG,32,PHO,62,1211,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3,0.9,17.9,13.7,0.4,1,1.4,0.056,-3.2,1.4,-1.8,0.1,pricero01
2015-16,Pablo Prigioni,PG,38,LAC,59,823,10.2,0.482,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11,0.3,1.1,1.5,0.087,-2.5,2.1,-0.4,0.3,prigipa01
2015-16,Tayshaun Prince,SF,35,MIN,77,1462,6.3,0.466,0.1,0.083,2.6,9,5.8,7,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.014,-2.9,-0.1,-3,-0.4,princta01
2015-16,Julius Randle,PF,21,LAL,81,2286,13.9,0.482,0.043,0.323,7.8,32,19.5,11,1.2,1,13.5,21.2,-0.3,1.9,1.6,0.035,-1.9,-1.3,-3.2,-0.7,randlju01
2015-16,Zach Randolph,PF,34,MEM,68,2016,18.3,0.519,0.029,0.238,9.7,20.7,15,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.103,1.4,-1.7,-0.3,0.9,randoza01
2015-16,J.J. Redick,SG,31,LAC,75,2097,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.3,-1.1,2.2,2.2,redicjj01
2015-16,Willie Reed,C,25,BRK,39,426,19.2,0.579,0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,0.9,0.3,1.2,0.134,0.4,-0.9,-0.5,0.2,reedwi02
2015-16,Josh Richardson,SG,22,MIA,52,1107,11.4,0.569,0.423,0.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,-1.1,0.7,-0.4,0.5,richajo01
2015-16,Austin Rivers,SG,23,LAC,67,1464,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,0.6,1.3,1.9,0.063,-2.2,-0.5,-2.7,-0.2,riverau01
2015-16,Andre Roberson,SG,24,OKC,70,1553,10.2,0.566,0.376,0.197,5.9,11.4,8.8,4,1.7,2,10.5,9.1,1.8,1.6,3.4,0.105,-0.7,1.3,0.5,1,roberan03
2015-16,Brian Roberts,PG,30,TOT,51,470,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11,19.8,0.7,0.3,1,0.105,-0.9,-0.7,-1.6,0,roberbr01
2015-16,Brian Roberts,PG,30,CHO,30,333,13.9,0.552,0.235,0.322,1.3,8.3,4.8,18.7,1.1,0.2,10.9,19.9,0.5,0.3,0.8,0.108,-0.9,-0.5,-1.4,0,roberbr01
2015-16,Brian Roberts,PG,30,POR,21,137,13.7,0.551,0.3,0.2,1.6,7.9,4.7,18.5,1.1,0.6,11.4,19.6,0.2,0.1,0.3,0.096,-0.8,-1.3,-2.2,0,roberbr01
2015-16,Glenn Robinson III,SF,22,IND,45,508,11.4,0.508,0.245,0.258,2.6,12,7.3,7.7,1.7,1.4,9.7,16.1,0.2,0.6,0.8,0.078,-1.6,0.5,-1.1,0.1,robingl02
2015-16,Nate Robinson,PG,31,NOP,2,23,2.6,0,1,0,0,0,0,21.8,2.2,0,0,1.9,0,0,0,0.038,-6.6,2,-4.6,0,robinna01
2015-16,Thomas Robinson,PF,24,BRK,71,917,14.5,0.453,0.003,0.375,16.4,27.8,22,7.7,2.1,3.2,16.9,19.8,-0.5,1.1,0.6,0.033,-2.7,-1.1,-3.8,-0.4,robinth01
2015-16,Rajon Rondo,PG,29,SAC,72,2537,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48,2.7,0.3,24.7,18.8,2.3,2.3,4.6,0.087,1,0,1,1.9,rondora01
2015-16,Derrick Rose,PG,27,CHI,66,2097,13.5,0.479,0.143,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009,-0.6,-1.9,-2.5,-0.3,rosede01
2015-16,Terrence Ross,SF,24,TOR,73,1747,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,0.6,-0.3,0.3,1,rosste01
2015-16,Terry Rozier,PG,21,BOS,39,311,5,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-4.7,-1.4,-6.1,-0.3,roziete01
2015-16,Ricky Rubio,PG,25,MIN,76,2323,17.6,0.529,0.324,0.536,2,14.1,8.2,41.4,3.5,0.4,21,17.7,3.6,2.2,5.8,0.119,1,0.8,1.8,2.3,rubiori01
2015-16,Damjan Rudež,SF,29,MIN,33,277,5.5,0.572,0.806,0.129,2.1,6.2,4.2,5.8,0.5,0.3,16.6,12.7,0.1,0,0.1,0.009,-2.7,-2.1,-4.8,-0.2,rudezda01
2015-16,Brandon Rush,SG,30,GSW,72,1055,10.1,0.56,0.604,0.108,2.3,15.4,9.2,7,0.9,1.6,10.8,12.5,0.8,1.2,2,0.09,-0.6,-0.2,-0.8,0.3,rushbr01
2015-16,D'Angelo Russell,PG,19,LAL,80,2259,13.2,0.507,0.387,0.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0,0.001,-0.7,-1.6,-2.3,-0.1,russeda01
2015-16,Robert Sacre,C,26,LAL,25,320,10.4,0.474,0,0.507,10.4,13.9,12.1,6.9,0.6,2.5,11.6,14.3,0.2,0.1,0.3,0.04,-3.3,-1.3,-4.6,-0.2,sacrero01
2015-16,JaKarr Sampson,SF,22,TOT,73,1160,8.3,0.504,0.199,0.385,4.2,14,9,6.2,1,2.2,15.9,16.6,-0.5,0.6,0.1,0.006,-4.5,-1,-5.4,-1,sampsja02
2015-16,JaKarr Sampson,SF,22,PHI,47,691,7.7,0.49,0.168,0.48,4.6,16.1,10.2,6.9,0.8,1.8,17.2,18.7,-0.6,0.3,-0.3,-0.021,-5.4,-1.3,-6.7,-0.8,sampsja02
2015-16,JaKarr Sampson,SF,22,DEN,26,469,9.3,0.532,0.252,0.217,3.7,10.8,7.2,5.1,1.3,3,13.1,13.5,0.1,0.3,0.4,0.045,-3.2,-0.4,-3.6,-0.2,sampsja02
2015-16,Dennis Schröder,PG,22,ATL,80,1621,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,-0.2,2.3,2.2,0.064,-0.3,-0.4,-0.8,0.5,schrode01
2015-16,Luis Scola,PF,35,TOR,76,1636,13.6,0.523,0.269,0.14,6,19,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.098,-0.8,-0.3,-1.1,0.4,scolalu01
2015-16,Mike Scott,PF,27,ATL,75,1146,14,0.575,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,1.7,1.5,3.2,0.132,-0.1,0,-0.1,0.6,scottmi01
2015-16,Thabo Sefolosha,SF,31,ATL,75,1758,12.4,0.578,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.5,2.3,0.8,1.3,sefolth01
2015-16,Kevin Séraphin,C,26,NYK,48,526,10.8,0.435,0.01,0.112,6.5,19.5,13.1,14.8,0.8,5.2,16.7,22.2,-0.8,0.7,-0.2,-0.015,-4.4,0.6,-3.8,-0.2,serapke01
2015-16,Ramon Sessions,PG,29,WAS,82,1667,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,0.2,-0.5,-0.3,0.7,sessira01
2015-16,Iman Shumpert,SG,25,CLE,54,1316,8.4,0.475,0.479,0.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,-0.1,1.8,1.7,0.063,-3,1.4,-1.5,0.1,shumpim01
2015-16,Jonathon Simmons,SG,26,SAS,55,813,11.9,0.586,0.194,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2,0.119,-3.1,0.4,-2.7,-0.2,simmojo02
2015-16,Henry Sims,C,25,BRK,14,263,13.9,0.504,0,0.39,8.8,22.2,15.4,5.1,1.7,4.3,11.7,17.3,0.2,0.3,0.4,0.079,-3.5,-0.8,-4.3,-0.2,simshe01
2015-16,Kyle Singler,SF,27,OKC,68,977,6.6,0.481,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,0.3,0.8,1.1,0.054,-3.1,-0.1,-3.2,-0.3,singlky01
2015-16,Donald Sloan,PG,28,BRK,61,1318,13.9,0.536,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,1.7,0.3,2,0.071,-0.3,-1.4,-1.7,0.1,sloando01
2015-16,Marcus Smart,PG,21,BOS,61,1667,11.3,0.463,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,0.5,2.4,2.9,0.083,-2.2,1.2,-1,0.4,smartma01
2015-16,Greg Smith,PF,25,MIN,18,192,7.9,0.545,0,0.531,7.4,17.9,12.7,4.6,1.1,0.4,15.1,10.8,0.1,0.1,0.2,0.045,-4.1,-1.4,-5.5,-0.2,smithgr02
2015-16,Ish Smith,PG,27,TOT,77,2239,14.9,0.465,0.176,0.182,2,13.3,7.5,38.3,1.9,0.8,14.4,23.9,0,1.3,1.3,0.027,-0.3,-1.3,-1.6,0.2,smithis01
2015-16,Ish Smith,PG,27,NOP,27,617,16.3,0.484,0.145,0.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,0.5,0.4,0.9,0.07,0.9,-0.5,0.3,0.4,smithis01
2015-16,Ish Smith,PG,27,PHI,50,1622,14.4,0.46,0.185,0.18,1.9,12.8,7.1,37.9,1.9,0.8,14,25,-0.6,0.9,0.4,0.011,-0.7,-1.6,-2.3,-0.1,smithis01
2015-16,J.R. Smith,SG,30,CLE,77,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,3,2.5,5.5,0.111,0.2,0.3,0.5,1.5,smithjr01
2015-16,Jason Smith,C,29,ORL,76,1181,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,0.4,1.4,1.8,0.072,-2.5,0.3,-2.2,-0.1,smithja02
2015-16,Josh Smith,PF,30,TOT,55,880,10.6,0.439,0.41,0.192,6.4,17.4,11.9,15.9,1.9,4.3,16.9,22.9,-1.2,1.2,0,0,-3.5,0.4,-3.1,-0.2,smithjo03
2015-16,Josh Smith,PF,30,LAC,32,459,13.2,0.456,0.322,0.233,8,21.5,14.8,14.3,2,5.8,17.1,23.6,-0.6,0.9,0.3,0.036,-2.8,2.3,-0.5,0.2,smithjo03
2015-16,Josh Smith,PF,30,HOU,23,421,7.7,0.419,0.503,0.148,4.7,12.9,8.8,17.7,1.9,2.6,16.7,22.1,-0.7,0.3,-0.4,-0.04,-4.3,-1.6,-5.9,-0.4,smithjo03
2015-16,Russ Smith,PG,24,MEM,15,66,10.5,0.415,0.227,0.591,1.7,14.4,7.8,25.4,3.9,1.4,20.2,23.6,-0.1,0.1,-0.1,-0.041,-2.9,1.4,-1.4,0,smithru01
2015-16,Tony Snell,SF,24,CHI,64,1301,6.4,0.478,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,-0.5,1,0.4,0.016,-3.5,-0.5,-4,-0.6,snellto01
2015-16,Marreese Speights,C,28,GSW,72,832,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3,11.5,29.7,0.5,1.2,1.8,0.102,-2.3,-1.5,-3.7,-0.4,speigma01
2015-16,Tiago Splitter,C,31,ATL,36,579,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,0.9,0.9,1.7,0.144,-2.2,0.5,-1.7,0,splitti01
2015-16,Nik Stauskas,SG,22,PHI,73,1809,9.2,0.517,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,0,0.5,0.5,0.012,-2.3,-1.5,-3.8,-0.8,stausni01
2015-16,Lance Stephenson,SF,25,TOT,69,1372,13.5,0.548,0.165,0.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,0.9,1.3,2.2,0.076,-0.9,-0.3,-1.2,0.3,stephla01
2015-16,Lance Stephenson,SF,25,LAC,43,680,9.8,0.569,0.283,0.181,3.1,14,8.7,13.1,1.8,0.3,21.1,15.1,0.1,0.8,0.9,0.066,-2.7,0.7,-1.9,0,stephla01
2015-16,Lance Stephenson,SF,25,MEM,26,692,17.1,0.537,0.101,0.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,0.8,0.5,1.2,0.086,0.8,-1.3,-0.5,0.3,stephla01
2015-16,Alex Stepheson,PF,28,TOT,8,73,14.8,0.341,0,0.444,28.5,14.5,21.8,4.3,0.7,6,0,19.8,0,0.1,0.1,0.068,-0.5,-2,-2.4,0,stephal01
2015-16,Alex Stepheson,PF,28,LAC,4,12,8.9,0.532,0,2,9.2,8.9,9.1,0,0,13.1,0,7.1,0,0,0,0.113,-6.2,3.6,-2.6,0,stephal01
2015-16,Alex Stepheson,PF,28,MEM,4,61,15.9,0.329,0,0.385,32.3,15.6,24.3,5.2,0.8,4.6,0,22.4,0,0.1,0.1,0.059,0.7,-3.1,-2.4,0,stephal01
2015-16,Jarnell Stokes,C,22,TOT,7,18,20,0.595,0,0.4,6.1,18.8,12.6,9.6,2.8,0,0,14.9,0.1,0,0.1,0.209,1.9,0.1,2,0,stokeja01
2015-16,Jarnell Stokes,C,22,MEM,2,4,13.6,,,,27.3,29.8,28.5,0,0,0,,0,0,0,0,0.163,1.4,-5.4,-3.9,0,stokeja01
2015-16,Jarnell Stokes,C,22,MIA,5,14,21.8,0.595,0,0.4,0,15.7,8.1,12.3,3.7,0,0,19.2,0,0,0.1,0.222,2,1.7,3.7,0,stokeja01
2015-16,Amar'e Stoudemire,C,33,MIA,52,762,17.3,0.599,0,0.303,10,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.3,0.6,-0.6,0.3,stoudam01
2015-16,Rodney Stuckey,PG,29,IND,58,1275,12.6,0.504,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,2,0.077,-1.8,0.4,-1.4,0.2,stuckro01
2015-16,Jared Sullinger,PF,23,BOS,81,1915,16.7,0.476,0.128,0.2,10.6,27,18.7,15.5,1.9,1.9,10.4,21.8,1.3,3.6,4.8,0.121,0,0.7,0.6,1.3,sullija01
2015-16,Edy Tavares,C,23,ATL,11,73,14.4,0.555,0,0.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,0,0.1,0.2,0.106,-2.9,1.1,-1.8,0,tavarwa01
2015-16,Jeff Teague,PG,27,ATL,79,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3,5.9,0.125,1.5,-0.2,1.3,1.9,teaguje01
2015-16,Mirza Teletović,PF,30,PHO,79,1686,16.2,0.571,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1,9,23.4,2.9,0.9,3.8,0.109,2.8,-1.4,1.3,1.4,teletmi01
2015-16,Garrett Temple,SF,29,WAS,80,1951,9.3,0.52,0.511,0.248,2,10.3,6.1,10,1.7,0.7,10.3,14,1,1.7,2.7,0.066,-2.5,0.4,-2.1,0,templga01
2015-16,Jason Terry,SG,38,HOU,72,1258,10.2,0.54,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15,1.1,0.4,1.5,0.057,-0.7,-0.9,-1.6,0.1,terryja01
2015-16,Isaiah Thomas,PG,26,BOS,82,2644,21.5,0.562,0.336,0.394,1.8,8,4.9,32.7,1.7,0.3,11.9,29.6,7.2,2.5,9.7,0.177,4.9,-0.6,4.3,4.2,thomais02
2015-16,Lance Thomas,PF,27,NYK,59,1313,10.4,0.557,0.285,0.312,2.9,8,5.4,6.4,0.9,0.4,11.6,16.9,1.2,0.5,1.7,0.062,-1.7,-1.5,-3.2,-0.4,thomala01
2015-16,Hollis Thompson,SG,24,PHI,77,2154,9.2,0.525,0.576,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,0.7,0.5,1.2,0.026,-1.6,-1.7,-3.4,-0.7,thompho01
2015-16,Jason Thompson,C,29,TOT,47,471,14.2,0.558,0.139,0.5,7.9,23.4,15.9,8.5,1.3,3.3,10.2,13.9,0.9,0.7,1.6,0.165,-2.1,1.2,-0.8,0.1,thompja02
2015-16,Jason Thompson,C,29,GSW,28,179,13.3,0.535,0,0.762,6.4,25,16.2,13.9,1.1,3.3,11.1,15.2,0.3,0.3,0.6,0.169,-3.4,2.2,-1.3,0,thompja02
2015-16,Jason Thompson,C,29,TOR,19,292,14.7,0.575,0.227,0.333,8.8,22.4,15.7,5.3,1.4,3.4,9.6,13,0.6,0.4,1,0.163,-1.2,0.6,-0.6,0.1,thompja02
2015-16,Klay Thompson,SG,25,GSW,80,2666,18.6,0.597,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,5.5,2.6,8,0.144,3.4,-1.6,1.8,2.5,thompkl01
2015-16,Tristan Thompson,PF,24,CLE,82,2269,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,5.6,3.1,8.7,0.185,0.5,-0.3,0.2,1.2,thomptr01
2015-16,Marcus Thornton,SG,28,TOT,61,1109,14.7,0.511,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,1,0.7,1.7,0.074,0.9,-1.4,-0.5,0.4,thornma01
2015-16,Marcus Thornton,SG,28,HOU,47,885,14.6,0.512,0.497,0.133,3.8,10.5,7.2,12.8,1.9,0.3,8,24.3,0.9,0.4,1.3,0.072,1.1,-1.9,-0.8,0.2,thornma01
2015-16,Marcus Thornton,SG,28,WAS,14,224,15.5,0.508,0.505,0.196,3.4,14.3,8.7,13.4,2.8,0.4,8.6,24.8,0.1,0.3,0.4,0.08,0.4,0.4,0.8,0.2,thornma01
2015-16,Anthony Tolliver,PF,30,DET,72,1341,10.2,0.543,0.819,0.142,3.1,16.1,9.3,5.6,1,0.9,7.4,12.4,1.5,1.3,2.8,0.1,-0.1,0.5,0.4,0.8,tollian01
2015-16,Axel Toupane,SF,23,DEN,21,305,7.1,0.49,0.571,0.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,0.2,0.1,0.3,0.049,-3.6,-1,-4.7,-0.2,toupaax01
2015-16,Karl-Anthony Towns,C,20,MIN,82,2627,22.5,0.59,0.076,0.239,10.3,27.5,19,11.3,1.1,4.3,12.6,24.9,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7,townska01
2015-16,P.J. Tucker,SF,30,PHO,82,2540,10.8,0.506,0.354,0.244,6.9,15.2,10.9,10.2,2,0.6,14.7,12.7,1.5,1.9,3.5,0.066,-1.5,0.4,-1.2,0.5,tuckepj01
2015-16,Evan Turner,SG,27,BOS,81,2271,13.6,0.513,0.11,0.238,2.3,16.5,9.3,23.9,1.7,1,16.9,18.8,1,3,4,0.085,-0.9,0.9,0,1.1,turneev01
2015-16,Myles Turner,C,19,IND,60,1367,15.4,0.531,0.026,0.228,5.5,21,13.3,5,0.9,5.1,10.3,20.9,0.8,2.3,3.1,0.109,-2.2,0.6,-1.6,0.1,turnemy01
2015-16,Beno Udrih,PG,33,TOT,44,707,9.5,0.496,0.222,0.101,1.3,10,5.8,24.9,1,0.1,20.4,16.7,-0.1,0.5,0.4,0.029,-2.7,-1,-3.6,-0.3,udrihbe01
2015-16,Beno Udrih,PG,33,MEM,8,120,12.6,0.497,0.239,0.065,1.8,7,4.3,36.4,1.3,0.8,18.9,21.8,0,0,0.1,0.024,-0.2,-1.7,-1.9,0,udrihbe01
2015-16,Beno Udrih,PG,33,MIA,36,587,8.9,0.495,0.217,0.112,1.2,10.7,6.1,22.5,1,0,20.8,15.7,-0.1,0.5,0.4,0.03,-3.2,-0.8,-4,-0.3,udrihbe01
2015-16,Jonas Valančiūnas,C,23,TOR,60,1557,22.6,0.61,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,4.5,2.4,6.9,0.211,2.1,-0.5,1.7,1.4,valanjo01
2015-16,Anderson Varejão,C,33,TOT,53,496,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15,0.3,0.8,1,0.101,-3.5,0.6,-2.9,-0.1,varejan01
2015-16,Anderson Varejão,C,33,CLE,31,310,11.2,0.469,0.013,0.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,0.1,0.5,0.6,0.089,-3.4,1,-2.4,0,varejan01
2015-16,Anderson Varejão,C,33,GSW,22,186,11,0.477,0,0.604,8,20.2,14.5,10.5,1.3,2,9,15.5,0.2,0.3,0.5,0.12,-3.7,0.1,-3.6,-0.1,varejan01
2015-16,Greivis Vásquez,PG,29,MIL,23,460,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0,21.1,18.5,-0.4,0.1,-0.3,-0.033,-3.4,-2.9,-6.2,-0.5,vasqugr01
2015-16,Rashad Vaughn,SG,19,MIL,70,1001,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036,-4.4,-1.3,-5.7,-0.9,vaughra01
2015-16,Charlie Villanueva,PF,31,DAL,62,665,11.9,0.473,0.526,0.073,4,21.1,12.5,6.2,1.4,1.9,8.4,25.3,-0.6,0.8,0.2,0.016,-1.9,-0.8,-2.7,-0.1,villach01
2015-16,Noah Vonleh,PF,20,POR,78,1174,8.6,0.471,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,0,1.1,1.2,0.047,-3.9,-0.3,-4.2,-0.6,vonleno01
2015-16,Nikola Vučević,C,25,ORL,65,2037,21.1,0.531,0.009,0.143,9.3,22.2,15.7,15.9,1.3,2.8,10,26.8,2.8,2.4,5.2,0.122,1.9,0,1.9,2,vucevni01
2015-16,Sasha Vujačić,SG,31,NYK,61,908,11.1,0.503,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,0.3,0.8,1.1,0.06,-1.5,0.3,-1.2,0.2,vujacsa01
2015-16,Dwyane Wade,SG,34,MIA,74,2258,20.3,0.517,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,2.4,2.6,4.9,0.105,2.3,-0.4,1.9,2.2,wadedw01
2015-16,Dion Waiters,SG,24,OKC,78,2152,9.4,0.492,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,0.3,1.8,2.1,0.046,-2.4,-0.4,-2.8,-0.4,waitedi01
